"Name","Start","End","Duration"
"Away","7/11/2013 12:14:17 PM","7/11/2013 12:35:32 PM","0:21:15"
"Active","7/11/2013 12:35:32 PM","7/11/2013 3:10:06 PM","2:34:34"
"Away","7/11/2013 3:10:06 PM","7/11/2013 3:21:58 PM","0:11:52"
"Active","7/11/2013 3:21:58 PM","7/11/2013 4:31:39 PM","1:09:41"
"Active","7/12/2013 8:00:21 AM","7/12/2013 8:08:26 AM","0:08:05"
"Away","7/12/2013 8:08:26 AM","7/12/2013 8:37:20 AM","0:28:54"
"Active","7/12/2013 8:37:20 AM","7/12/2013 11:54:48 AM","3:17:28"
"Away","7/12/2013 11:54:48 AM","7/12/2013 1:21:51 PM","1:27:03"
"Active","7/12/2013 1:21:51 PM","7/12/2013 1:27:04 PM","0:05:13"
"Away","7/12/2013 1:27:04 PM","7/12/2013 2:40:15 PM","1:13:11"
"Active","7/12/2013 2:40:15 PM","7/12/2013 3:55:16 PM","1:15:01"
"Away","7/12/2013 3:55:16 PM","7/12/2013 4:57:48 PM","1:02:32"
"Active","7/12/2013 4:57:48 PM","7/12/2013 4:58:41 PM","0:00:53"
"Away","7/12/2013 4:58:41 PM","7/12/2013 5:12:30 PM","0:13:49"
"Active","7/12/2013 5:12:30 PM","7/12/2013 5:54:15 PM","0:41:45"
"Active","7/13/2013 8:45:17 AM","7/13/2013 8:49:24 AM","0:04:07"
"Away","7/13/2013 8:49:24 AM","7/13/2013 9:00:52 AM","0:11:28"
"Active","7/13/2013 9:00:52 AM","7/13/2013 9:18:12 AM","0:17:20"
"Away","7/13/2013 9:18:12 AM","7/13/2013 9:34:23 AM","0:16:11"
"Active","7/13/2013 9:34:23 AM","7/13/2013 10:13:52 AM","0:39:29"
"Away","7/13/2013 10:13:52 AM","7/13/2013 12:40:53 PM","2:27:01"
"Active","7/13/2013 12:40:53 PM","7/13/2013 12:53:02 PM","0:12:09"
"Away","7/13/2013 12:53:02 PM","7/13/2013 1:16:52 PM","0:23:50"
"Active","7/13/2013 1:16:52 PM","7/13/2013 1:31:38 PM","0:14:46"
"Away","7/13/2013 1:31:38 PM","7/13/2013 1:43:13 PM","0:11:35"
"Active","7/13/2013 1:43:13 PM","7/13/2013 2:17:36 PM","0:34:23"
"Active","7/14/2013 10:01:33 AM","7/14/2013 10:02:32 AM","0:00:59"
"Active","7/15/2013 7:50:23 AM","7/15/2013 8:08:07 AM","0:17:44"
"Away","7/15/2013 8:08:07 AM","7/15/2013 8:27:06 AM","0:18:59"
"Active","7/15/2013 8:27:06 AM","7/15/2013 9:01:02 AM","0:33:56"
"Away","7/15/2013 9:01:02 AM","7/15/2013 9:43:53 AM","0:42:51"
"Active","7/15/2013 9:43:53 AM","7/15/2013 10:07:09 AM","0:23:16"
"Away","7/15/2013 10:07:09 AM","7/15/2013 12:50:42 PM","2:43:33"
"Active","7/15/2013 12:50:42 PM","7/15/2013 1:07:20 PM","0:16:38"
"Away","7/15/2013 1:07:20 PM","7/15/2013 3:00:24 PM","1:53:04"
"Active","7/15/2013 3:00:24 PM","7/15/2013 3:56:17 PM","0:55:53"
"Active","7/15/2013 3:57:51 PM","7/15/2013 4:11:13 PM","0:13:22"
"Away","7/15/2013 4:11:13 PM","7/15/2013 4:33:38 PM","0:22:25"
"Active","7/15/2013 4:33:38 PM","7/15/2013 4:38:48 PM","0:05:10"
"Away","7/15/2013 4:38:48 PM","7/15/2013 6:08:13 PM","1:29:25"
"Active","7/15/2013 6:08:13 PM","7/15/2013 6:46:40 PM","0:38:27"
"Active","7/16/2013 8:14:49 AM","7/16/2013 9:56:18 AM","1:41:29"
"Away","7/16/2013 9:56:18 AM","7/16/2013 12:49:18 PM","2:53:00"
"Active","7/16/2013 12:49:18 PM","7/16/2013 1:11:35 PM","0:22:17"
"Away","7/16/2013 1:11:35 PM","7/16/2013 3:41:57 PM","2:30:22"
"Active","7/16/2013 3:41:57 PM","7/16/2013 5:06:07 PM","1:24:10"
"Active","7/18/2013 7:52:35 AM","7/18/2013 7:58:37 AM","0:06:02"
"Away","7/18/2013 7:58:37 AM","7/18/2013 8:47:32 AM","0:48:55"
"Active","7/18/2013 8:47:32 AM","7/18/2013 8:48:06 AM","0:00:34"
"Away","7/18/2013 8:48:06 AM","7/18/2013 8:58:49 AM","0:10:43"
"Active","7/18/2013 8:58:49 AM","7/18/2013 9:23:33 AM","0:24:44"
"Away","7/18/2013 9:23:33 AM","7/18/2013 9:41:04 AM","0:17:31"
"Active","7/18/2013 9:41:04 AM","7/18/2013 10:03:26 AM","0:22:22"
"Away","7/18/2013 10:03:26 AM","7/18/2013 11:10:34 AM","1:07:08"
"Active","7/18/2013 11:10:34 AM","7/18/2013 11:13:10 AM","0:02:36"
"Away","7/18/2013 11:13:10 AM","7/18/2013 12:31:05 PM","1:17:55"
"Active","7/18/2013 12:31:05 PM","7/18/2013 12:59:51 PM","0:28:46"
"Away","7/18/2013 12:59:51 PM","7/18/2013 2:39:22 PM","1:39:31"
"Active","7/18/2013 2:39:22 PM","7/18/2013 3:42:24 PM","1:03:02"
"Away","7/18/2013 3:42:24 PM","7/18/2013 4:02:46 PM","0:20:22"
"Active","7/18/2013 4:02:46 PM","7/18/2013 4:26:44 PM","0:23:58"
"Away","7/18/2013 4:26:44 PM","7/18/2013 4:50:26 PM","0:23:42"
"Active","7/18/2013 4:50:26 PM","7/18/2013 5:42:24 PM","0:51:58"
"Active","7/19/2013 9:19:02 AM","7/19/2013 9:52:47 AM","0:33:45"
"Away","7/19/2013 9:52:47 AM","7/19/2013 10:07:23 AM","0:14:36"
"Active","7/19/2013 10:07:23 AM","7/19/2013 10:29:21 AM","0:21:58"
"Away","7/19/2013 10:29:21 AM","7/19/2013 11:18:06 AM","0:48:45"
"Active","7/19/2013 11:18:06 AM","7/19/2013 11:58:22 AM","0:40:16"
"Away","7/19/2013 11:58:22 AM","7/19/2013 1:14:09 PM","1:15:47"
"Active","7/19/2013 1:14:09 PM","7/19/2013 1:26:27 PM","0:12:18"
"Away","7/19/2013 1:26:27 PM","7/19/2013 2:07:13 PM","0:40:46"
"Active","7/19/2013 2:07:13 PM","7/19/2013 2:23:49 PM","0:16:36"
"Away","7/19/2013 2:23:49 PM","7/19/2013 3:54:16 PM","1:30:27"
"Active","7/19/2013 3:54:16 PM","7/19/2013 4:20:14 PM","0:25:58"
"Away","7/19/2013 4:20:14 PM","7/19/2013 4:33:16 PM","0:13:02"
"Active","7/19/2013 4:33:16 PM","7/19/2013 5:09:11 PM","0:35:55"
"Active","7/22/2013 9:43:30 AM","7/22/2013 9:43:36 AM","0:00:06"
"Away","7/22/2013 9:43:36 AM","7/22/2013 10:04:53 AM","0:21:17"
"Active","7/22/2013 10:04:53 AM","7/22/2013 10:06:55 AM","0:02:02"
"Away","7/22/2013 10:06:55 AM","7/22/2013 11:33:06 AM","1:26:11"
"Active","7/22/2013 11:33:06 AM","7/22/2013 12:51:46 PM","1:18:40"
"Away","7/22/2013 12:51:46 PM","7/22/2013 1:21:41 PM","0:29:55"
"Active","7/22/2013 1:21:41 PM","7/22/2013 1:44:26 PM","0:22:45"
"Away","7/22/2013 1:44:26 PM","7/22/2013 2:31:56 PM","0:47:30"
"Active","7/22/2013 2:31:56 PM","7/22/2013 2:32:11 PM","0:00:15"
"Away","7/22/2013 2:32:11 PM","7/22/2013 2:57:50 PM","0:25:39"
"Active","7/22/2013 2:57:50 PM","7/22/2013 3:12:55 PM","0:15:05"
"Away","7/22/2013 3:12:55 PM","7/22/2013 3:24:27 PM","0:11:32"
"Active","7/22/2013 3:24:27 PM","7/22/2013 3:48:39 PM","0:24:12"
"Away","7/22/2013 3:48:39 PM","7/22/2013 4:03:36 PM","0:14:57"
"Active","7/22/2013 4:03:36 PM","7/22/2013 4:52:20 PM","0:48:44"
"Away","7/22/2013 4:52:20 PM","7/22/2013 5:08:45 PM","0:16:25"
"Active","7/22/2013 5:08:45 PM","7/22/2013 5:32:40 PM","0:23:55"
"Active","7/23/2013 10:38:25 AM","7/23/2013 11:40:26 AM","1:02:01"
"Away","7/23/2013 11:40:26 AM","7/23/2013 11:54:08 AM","0:13:42"
"Active","7/23/2013 11:54:08 AM","7/23/2013 12:14:50 PM","0:20:42"
"Away","7/23/2013 12:14:50 PM","7/23/2013 12:33:42 PM","0:18:52"
"Active","7/23/2013 12:33:42 PM","7/23/2013 12:33:57 PM","0:00:15"
"Away","7/23/2013 12:33:57 PM","7/23/2013 12:46:16 PM","0:12:19"
"Active","7/23/2013 12:46:16 PM","7/23/2013 1:22:49 PM","0:36:33"
"Away","7/23/2013 1:22:49 PM","7/23/2013 2:19:01 PM","0:56:12"
"Active","7/23/2013 2:19:01 PM","7/23/2013 2:19:15 PM","0:00:14"
"Away","7/23/2013 2:19:15 PM","7/23/2013 2:31:13 PM","0:11:58"
"Active","7/23/2013 2:31:13 PM","7/23/2013 3:19:18 PM","0:48:05"
"Away","7/23/2013 3:19:18 PM","7/23/2013 4:22:50 PM","1:03:32"
"Active","7/23/2013 4:22:50 PM","7/23/2013 4:39:27 PM","0:16:37"
"Away","7/23/2013 4:39:27 PM","7/23/2013 4:49:32 PM","0:10:05"
"Active","7/23/2013 4:49:32 PM","7/23/2013 4:56:06 PM","0:06:34"
"Away","7/23/2013 4:56:06 PM","7/23/2013 5:07:03 PM","0:10:57"
"Active","7/23/2013 5:07:03 PM","7/23/2013 5:23:45 PM","0:16:42"
"Away","7/23/2013 5:23:45 PM","7/23/2013 5:44:03 PM","0:20:18"
"Active","7/23/2013 5:44:03 PM","7/23/2013 6:31:12 PM","0:47:09"
